2503650580,807076,807294,+,0.5,PF-R124_00006980,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650581,807462,807818,-,0.48,PF-R124_00006990,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650582,807829,809025,-,0.53,PF-R124_00007000,,S-type Pyocin.,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650583,809296,810243,-,0.61,PF-R124_00007010,,Transcriptional regulator,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650584,810394,811920,+,0.62,PF-R124_00007020,,methylmalonic acid semialdehyde dehydrogenase( EC:1.2.1.27 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650585,811930,812817,+,0.64,PF-R124_00007030,,3-hydroxyisobutyrate dehydrogenase( EC:1.1.1.31 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650586,813093,813443,-,0.6,PF-R124_00007040,,Predicted enzyme of the cupin superfamily,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650587,813539,814318,-,0.65,PF-R124_00007050,,Transcriptional regulator,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650588,814437,815417,+,0.63,PF-R124_00007060,,Sulfite exporter TauE/SafE.,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650589,815407,815721,-,0.61,PF-R124_00007070,,Uncharacterized conserved protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650590,815905,816495,+,0.58,PF-R124_00007080,,Putative NADPH-quinone reductase (modulator of drug activity B),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650591,816668,817579,+,0.62,PF-R124_00007090,,Transcriptional regulator,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650592,817683,818576,+,0.64,PF-R124_00007100,,Nucleoside-diphosphate-sugar epimerases,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650593,819139,820860,+,0.6,PF-R124_00007110,,"Predicted carbamoyl transferase, NodU family( EC:2.1.3.- )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650594,820924,822099,+,0.6,PF-R124_00007120,,Major Facilitator Superfamily.,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650595,822101,822775,+,0.65,PF-R124_00007130,,"haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650596,822772,823410,+,0.58,PF-R124_00007140,,Uncharacterized conserved protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650597,823436,824893,+,0.63,PF-R124_00007150,,N-acyl-D-aspartate/D-glutamate deacylase,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650598,825045,825413,+,0.57,PF-R124_00007160,,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily.,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650599,825677,826741,-,0.45,PF-R124_00007170,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650600,827090,827431,+,0.56,PF-R124_00007180,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650601,827687,828052,-,0.63,PF-R124_00007190,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650602,828570,828836,-,0.58,PF-R124_00007200,,Response regulator containing CheY-like receiver domain and AraC-type DNA-binding domain,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650603,828932,829948,-,0.61,PF-R124_00007210,,AraC-type DNA-binding domain-containing proteins,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650604,830160,831755,+,0.66,PF-R124_00007220,,FAD/FMN-containing dehydrogenases( EC:2.5.1.26 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650605,831761,833356,+,0.65,PF-R124_00007230,,Glycerol-3-phosphate dehydrogenase( EC:1.1.5.3 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650606,833377,834945,+,0.63,PF-R124_00007240,,Sugar (pentulose and hexulose) kinases,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650607,835185,836474,+,0.62,PF-R124_00007250,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650608,836523,838481,+,0.61,PF-R124_00007260,,Protein of unknown function (DUF1302).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650609,838632,840005,+,0.64,PF-R124_00007270,,Protein of unknown function (DUF1329).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650610,840224,840469,+,0.55,PF-R124_00007280,,Plasmid stability protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650611,840466,840885,+,0.56,PF-R124_00007290,,"Predicted nucleic acid-binding protein, contains PIN domain",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650612,841045,842964,-,0.62,PF-R124_00007300,,Methyl-accepting chemotaxis protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650613,843220,843888,+,0.64,PF-R124_00007310,,Phosphoglycerate mutase family.,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650614,843964,845442,-,0.63,PF-R124_00007320,,4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650615,845473,846060,-,0.61,PF-R124_00007330,,"Acetyltransferases, including N-acetylases of ribosomal proteins( EC:2.3.1.128 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650616,846203,846775,+,0.62,PF-R124_00007340,,"Acetyltransferases, including N-acetylases of ribosomal proteins",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650617,846866,848272,-,0.61,PF-R124_00007350,,Uncharacterized protein conserved in bacteria,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650618,848455,849120,-,0.53,PF-R124_00007370,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650619,849646,849927,-,0.5,PF-R124_00007380,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650620,850057,852867,-,0.62,PF-R124_00007390,,FAD/FMN-containing dehydrogenases,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650621,852864,853535,-,0.61,PF-R124_00007400,,Uncharacterized conserved protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650622,853535,854989,-,0.61,PF-R124_00007410,,iron-sulfur cluster-binding protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650623,854986,855810,-,0.63,PF-R124_00007420,,Fe-S oxidoreductase( EC:1.1.3.15 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650624,855972,857666,-,0.61,PF-R124_00007430,,L-lactate transport,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650625,857928,858695,+,0.61,PF-R124_00007440,,Transcriptional regulators,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650626,858839,859321,-,0.58,PF-R124_00007450,,SsrA-binding protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650627,859441,860844,+,0.59,PF-R124_00007460,,Na+-dependent transporters of the SNF family,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650628,860852,861286,+,0.6,PF-R124_00007470,,Oligoketide cyclase/lipid transport protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650629,861279,861593,+,0.61,PF-R124_00007480,,Uncharacterized protein conserved in bacteria,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650630,861519,861713,-,0.57,PF-R124_00007490,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650631,861655,862182,-,0.57,PF-R124_00007500,,Small protein A (tmRNA-binding),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650632,862280,862684,+,0.56,PF-R124_00007510,,Fe2+/Zn2+ uptake regulation proteins,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650633,862760,864433,-,0.61,PF-R124_00007520,,DNA repair protein RecN,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650634,864674,865240,+,0.59,PF-R124_00007530,,Molecular chaperone GrpE (heat shock protein),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650635,865343,867259,+,0.57,PF-R124_00007540,,chaperone protein DnaK,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650636,867557,868681,+,0.61,PF-R124_00007550,,chaperone protein DnaJ,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650637,868691,869497,+,0.62,PF-R124_00007560,,dihydrodipicolinate reductase( EC:1.3.1.26 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650638,869756,870892,+,0.61,PF-R124_00007570,,"carbamoyl-phosphate synthase, small subunit( EC:6.3.5.5 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650639,871019,874240,+,0.6,PF-R124_00007580,,"carbamoyl-phosphate synthase, large subunit( EC:6.3.5.5 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650640,874237,874713,+,0.56,PF-R124_00007590,,transcription elongation factor GreA,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650641,874742,875146,+,0.59,PF-R124_00007600,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650642,875156,875464,-,0.52,PF-R124_00007610,,"Predicted RNA-binding protein containing KH domain, possibly ribosomal protein",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650643,875566,876195,+,0.57,PF-R124_00007620,,23S rRNA methylase( EC:2.1.1.- ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650644,876389,878305,+,0.59,PF-R124_00007630,,ATP-dependent metalloprotease FtsH( EC:3.4.24.- ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650645,878386,879165,+,0.61,PF-R124_00007640,,dihydropteroate synthase( EC:2.5.1.15 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650646,879182,880519,+,0.57,PF-R124_00007650,,phosphoglucosamine mutase( EC:5.4.2.10 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650647,880585,881340,+,0.58,PF-R124_00007660,,triosephosphate isomerase( EC:5.3.1.1 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650648,882134,882610,+,0.53,PF-R124_00007670,,Uncharacterized protein conserved in bacteria,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650649,882658,884139,+,0.58,PF-R124_00007680,,"transcription termination factor NusA/transcription termination factor NusA, C-terminal duplication",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650650,884167,886686,+,0.6,PF-R124_00007690,,translation initiation factor IF-2,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650651,886847,887245,+,0.6,PF-R124_00007700,,ribosome-binding factor A,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650652,887250,888167,+,0.61,PF-R124_00007710,,tRNA pseudouridine 55 synthase( EC:5.4.99.12 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650653,888283,888552,+,0.54,PF-R124_00007720,,"ribosomal protein S15, bacterial/organelle",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650654,888746,890851,+,0.59,PF-R124_00007730,,polyribonucleotide nucleotidyltransferase( EC:2.7.7.8 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650655,891290,891751,+,0.55,PF-R124_00007740,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650656,891639,892487,-,0.63,PF-R124_00007750,,nicotinate-nucleotide pyrophosphorylase( EC:2.4.2.19 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650657,892781,894967,+,0.62,PF-R124_00007760,,Protein of unknown function (DUF1631).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650658,895032,895592,+,0.58,PF-R124_00007770,,Negative regulator of beta-lactamase expression,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650659,895589,896428,+,0.61,PF-R124_00007780,,Membrane protein required for beta-lactamase induction,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650660,896716,898746,+,0.61,PF-R124_00007790,,Methyl-accepting chemotaxis protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650661,898905,899294,+,0.56,PF-R124_00007800,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650662,899295,900071,-,0.63,PF-R124_00007810,,Mg-dependent DNase( EC:3.1.21.- ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650663,900075,901070,-,0.64,PF-R124_00007820,,D-fructose-responsive transcription factor,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650664,901377,904238,+,0.65,PF-R124_00007830,,Phosphotransferase System HPr (HPr) Family/phosphoenolpyruvate-protein phosphotransferase,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650665,904238,905179,+,0.66,PF-R124_00007840,,1-phosphofructokinase( EC:2.7.1.56 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650666,905191,906924,+,0.64,PF-R124_00007850,,"PTS system, fructose-specific, IIB component/PTS system, fructose subfamily, IIC component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650667,907096,908637,+,0.64,PF-R124_00007860,,Phosphodiesterase/alkaline phosphatase D( EC:3.1.4.1 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650668,908654,909055,-,0.51,PF-R124_00007870,,Uncharacterized protein conserved in bacteria,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650669,909422,912082,-,0.63,PF-R124_00007880,,"Sulfite reductase, alpha subunit (flavoprotein)( EC:1.8.1.2 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650670,912203,914461,-,0.61,PF-R124_00007890,,TonB-dependent siderophore receptor,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650671,914669,915349,+,0.61,PF-R124_00007900,,Uncharacterized iron-regulated protein( EC:1.14.11.- ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650672,915346,916122,+,0.64,PF-R124_00007910,,Sel1 repeat.,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650673,916140,917141,-,0.57,PF-R124_00007920,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650674,917172,918236,-,0.5,PF-R124_00007930,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650675,918544,920760,+,0.49,PF-R124_00007940,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650676,921733,922896,-,0.58,PF-R124_00007950,,Diaminopimelate decarboxylase( EC:4.1.1.17 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650677,923540,924697,-,0.6,PF-R124_00007960,,glycine betaine/L-proline transport ATP binding subunit,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650678,924694,925347,-,0.63,PF-R124_00007970,,"ABC-type proline/glycine betaine transport systems, permease component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650679,925360,926253,-,0.61,PF-R124_00007980,,Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650680,926275,927039,-,0.62,PF-R124_00007990,,"ABC-type proline/glycine betaine transport systems, permease component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650681,927323,928906,+,0.59,PF-R124_00008000,,peptide chain release factor 3,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650682,929504,930127,-,0.61,PF-R124_00008010,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650683,930331,930600,+,0.61,PF-R124_00008020,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650684,930752,931012,+,0.59,PF-R124_00008030,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650685,931213,932193,-,0.63,PF-R124_00008040,,"oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650686,932193,933161,-,0.62,PF-R124_00008050,,"oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650687,933172,934098,-,0.63,PF-R124_00008060,,"ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650688,934110,935120,-,0.62,PF-R124_00008070,,"ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650689,935194,936789,-,0.61,PF-R124_00008080,,"ABC-type dipeptide transport system, periplasmic component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650690,936868,938286,-,0.59,PF-R124_00008090,,"outer membrane porin, OprD family.",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650691,938462,940060,-,0.59,PF-R124_00008100,,"ABC-type dipeptide transport system, periplasmic component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650692,940362,941987,-,0.58,PF-R124_00008110,,"ABC-type dipeptide transport system, periplasmic component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650693,942248,943849,-,0.6,PF-R124_00008120,,"ABC-type dipeptide transport system, periplasmic component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650694,944775,945134,+,0.6,PF-R124_00008130,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650695,945307,946026,-,0.63,PF-R124_00008140,,Predicted periplasmic/secreted protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650696,946442,947704,+,0.64,PF-R124_00008150,,Signal transduction histidine kinase,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650697,947697,948257,+,0.66,PF-R124_00008160,,Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650698,948354,950081,+,0.59,PF-R124_00008170,,"ABC-type uncharacterized transport system, permease and ATPase components",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650699,950269,951018,+,0.66,PF-R124_00008180,,Transcriptional regulators,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650700,951164,951352,-,0.6,PF-R124_00008190,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650701,951364,952668,-,0.62,PF-R124_00008200,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650702,952906,953817,+,0.62,PF-R124_00008210,,5-dehydro-4-deoxyglucarate dehydratase( EC:4.2.1.41 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650703,953878,955323,+,0.63,PF-R124_00008220,,NAD-dependent aldehyde dehydrogenases( EC:1.2.1.3 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650704,955506,956870,+,0.59,PF-R124_00008230,,d-galactonate transporter,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650705,956882,958435,+,0.63,PF-R124_00008240,,galactarate dehydratase( EC:4.2.1.42 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650706,958694,959635,+,0.62,PF-R124_00008250,,Predicted permeases,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650707,959791,960171,-,0.61,PF-R124_00008260,,Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit( EC:4.1.1.44 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650708,960168,961229,-,0.65,PF-R124_00008270,,K+-dependent Na+/Ca+ exchanger related-protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650709,961276,961650,-,0.63,PF-R124_00008280,,rare lipoprotein A,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650710,961843,963288,-,0.61,PF-R124_00008290,,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, B subunit( EC:6.3.5.7,EC:6.3.5.6 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650711,963299,964750,-,0.62,PF-R124_00008300,,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, A subunit( EC:6.3.5.6,EC:6.3.5.7 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650712,964767,965054,-,0.59,PF-R124_00008310,,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, C subunit( EC:6.3.5.7,EC:6.3.5.6 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650713,965266,966303,+,0.6,PF-R124_00008320,,"cell shape determining protein, MreB/Mrl family",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650714,966475,967569,+,0.64,PF-R124_00008330,,rod shape-determining protein MreC,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650715,967569,968060,+,0.6,PF-R124_00008340,,rod shape-determining protein MreD,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650716,968105,968701,+,0.65,PF-R124_00008350,,MAF protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650717,968760,970217,+,0.58,PF-R124_00008360,,"ribonuclease, Rne/Rng family( EC:3.1.26.- )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
